Time [s],T_g [K],T_l [K],T_i [K],p_g [Pa],ml [kg],mv [kg],ma [kg]
1.462355912634033643e+02,1.064787505137490058e+02,7.739951568076533306e+01,7.803649422652112833e+01,2.558628016599446419e+05,2.950125378823172384e-01,8.415331260275940627e-04,6.109185312721706598e-05
1.462979518566926629e+02,1.064732448949665269e+02,7.739952896409769778e+01,7.803631689495345825e+01,2.558484163416788797e+05,2.950125435566102183e-01,8.415274517346395039e-04,6.109185312721706598e-05
1.463603124499819614e+02,1.064677403202539523e+02,7.739954224345666489e+01,7.803613964640716461e+01,2.558340336642481270e+05,2.950125492308303676e-01,8.415217775144736168e-04,6.109185312721706598e-05
1.464226730432712600e+02,1.064622367892535522e+02,7.739955551884395391e+01,7.803596248077100483e+01,2.558196536267599440e+05,2.950125549049777418e-01,8.415161033670978110e-04,6.109185312721706598e-05
1.464850336365605585e+02,1.064567343015816476e+02,7.739956879026145486e+01,7.803578539833050343e+01,2.558052762282564072e+05,2.950125605790523409e-01,8.415104292925134960e-04,6.109185312721706598e-05
1.465473942298498571e+02,1.064512328568856674e+02,7.739958205771090149e+01,7.803560839882854339e+01,2.557909014678576204e+05,2.950125662530541093e-01,8.415047552907220811e-04,6.109185312721706598e-05
1.466097548231391556e+02,1.064457324547839221e+02,7.739959532119411278e+01,7.803543148200346025e+01,2.557765293446111900e+05,2.950125719269831026e-01,8.414990813617261685e-04,6.109185312721706598e-05
1.466721154164284542e+02,1.064402330949005488e+02,7.739960858071295036e+01,7.803525464830413227e+01,2.557621598575790413e+05,2.950125776008393208e-01,8.414934075055270591e-04,6.109185312721706598e-05
1.467344760097177527e+02,1.064347347768836300e+02,7.739962183626917636e+01,7.803507789703144226e+01,2.557477930058829952e+05,2.950125832746227084e-01,8.414877337221268131e-04,6.109185312721706598e-05
1.467968366030070513e+02,1.064292375003461899e+02,7.739963508786462398e+01,7.803490122869334300e+01,2.557334287885571539e+05,2.950125889483333208e-01,8.414820600115278156e-04,6.109185312721706598e-05
1.468591971962963214e+02,1.064237412649136019e+02,7.739964833550112644e+01,7.803472464313254875e+01,2.557190672046668478e+05,2.950125946219711026e-01,8.414763863737318014e-04,6.109185312721706598e-05
1.469215577895856200e+02,1.064182460702259050e+02,7.739966157918046008e+01,7.803454814004153661e+01,2.557047082533135836e+05,2.950126002955361093e-01,8.414707128087409388e-04,6.109185312721706598e-05
1.469839183828749185e+02,1.064127519159153508e+02,7.739967481890440126e+01,7.803437171948239381e+01,2.556903519335802703e+05,2.950126059690282854e-01,8.414650393165578300e-04,6.109185312721706598e-05
1.470462789761642171e+02,1.064072588015984309e+02,7.739968805467484003e+01,7.803419538188121862e+01,2.556759982445092464e+05,2.950126116424476863e-01,8.414593658971845349e-04,6.109185312721706598e-05
1.471086395694535156e+02,1.064017667269200018e+02,7.739970128649349590e+01,7.803401912655685635e+01,2.556616471852148825e+05,2.950126173157942566e-01,8.414536925506234388e-04,6.109185312721706598e-05
1.471710001627428142e+02,1.063962756914893220e+02,7.739971451436230154e+01,7.803384295380747915e+01,2.556472987547221128e+05,2.950126229890679963e-01,8.414480192768776859e-04,6.109185312721706598e-05
1.472333607560321127e+02,1.063907856949773674e+02,7.739972773828282016e+01,7.803366686355519732e+01,2.556329529522097437e+05,2.950126286622689054e-01,8.414423460759490108e-04,6.109185312721706598e-05
1.472957213493214113e+02,1.063852967369855946e+02,7.739974095825701284e+01,7.803349085540365593e+01,2.556186097766837629e+05,2.950126343353970393e-01,8.414366729478405579e-04,6.109185312721706598e-05
1.473580819426107098e+02,1.063798088171536023e+02,7.739975417428661331e+01,7.803331492976609240e+01,2.556042692272442800e+05,2.950126400084523426e-01,8.414309998925547122e-04,6.109185312721706598e-05
1.474204425359000084e+02,1.063743219350988483e+02,7.739976738637349740e+01,7.803313908645321817e+01,2.555899313029377081e+05,2.950126456814348153e-01,8.414253269100950517e-04,6.109185312721706598e-05
1.474828031291893069e+02,1.063688360904660470e+02,7.739978059451945569e+01,7.803296332531739665e+01,2.555755960028769332e+05,2.950126513543444573e-01,8.414196540004639617e-04,6.109185312721706598e-05
1.475451637224786055e+02,1.063633512828822489e+02,7.739979379872625032e+01,7.803278764666431755e+01,2.555612633261319133e+05,2.950126570271812687e-01,8.414139811636646947e-04,6.109185312721706598e-05
1.476075243157679040e+02,1.063578675119825192e+02,7.739980699899565764e+01,7.803261204986188204e+01,2.555469332717921934e+05,2.950126626999452495e-01,8.414083083996997444e-04,6.109185312721706598e-05
1.476698849090572025e+02,1.063523847773966082e+02,7.739982019532946822e+01,7.803243653525380807e+01,2.555326058389339887e+05,2.950126683726363996e-01,8.414026357085730139e-04,6.109185312721706598e-05
1.477322455023465011e+02,1.063469030787633898e+02,7.739983338772948684e+01,7.803226110271184268e+01,2.555182810266562446e+05,2.950126740452546636e-01,8.413969630902869970e-04,6.109185312721706598e-05
1.477946060956357996e+02,1.063414224156840930e+02,7.739984657619763198e+01,7.803208575247649037e+01,2.555039588339643087e+05,2.950126797178000970e-01,8.413912905448460303e-04,6.109185312721706598e-05
1.478569666889250982e+02,1.063359427878297367e+02,7.739985976073550944e+01,7.803191048397515317e+01,2.554896392600374238e+05,2.950126853902726998e-01,8.413856180722528244e-04,6.109185312721706598e-05
1.479193272822143967e+02,1.063304641948171252e+02,7.739987294134498086e+01,7.803173529755689231e+01,2.554753223039197619e+05,2.950126910626724164e-01,8.413799456725109573e-04,6.109185312721706598e-05
1.479816878755036953e+02,1.063249866362681786e+02,7.739988611802787943e+01,7.803156019317771097e+01,2.554610079646680970e+05,2.950126967349993024e-01,8.413742733456245487e-04,6.109185312721706598e-05
1.480440484687929938e+02,1.063195101118475776e+02,7.739989929078583941e+01,7.803138517036644828e+01,2.554466962414461595e+05,2.950127024072533577e-01,8.413686010915959841e-04,6.109185312721706598e-05
1.481064090620822924e+02,1.063140346211529419e+02,7.739991245962082189e+01,7.803121022956445074e+01,2.554323871332501585e+05,2.950127080794345269e-01,8.413629289104303591e-04,6.109185312721706598e-05
1.481687696553715909e+02,1.063085601638234010e+02,7.739992562453457481e+01,7.803103537052483318e+01,2.554180806391797960e+05,2.950127137515428100e-01,8.413572568021309263e-04,6.109185312721706598e-05
1.482311302486608895e+02,1.063030867395079184e+02,7.739993878552883189e+01,7.803086059311151246e+01,2.554037767583595705e+05,2.950127194235782624e-01,8.413515847667010468e-04,6.109185312721706598e-05
1.482934908419501880e+02,1.062976143478232416e+02,7.739995194260544054e+01,7.803068589742848360e+01,2.553894754898337706e+05,2.950127250955408287e-01,8.413459128041460332e-04,6.109185312721706598e-05
1.483558514352394866e+02,1.062921429884100348e+02,7.739996509576614869e+01,7.803051128365204647e+01,2.553751768327058817e+05,2.950127307674305088e-01,8.413402409144682707e-04,6.109185312721706598e-05
1.484182120285287851e+02,1.062866726608968690e+02,7.739997824501276114e+01,7.803033675124096646e+01,2.553608807860495290e+05,2.950127364392473028e-01,8.413345690976724214e-04,6.109185312721706598e-05
1.484805726218180837e+02,1.062812033649255596e+02,7.739999139034699738e+01,7.803016230050781132e+01,2.553465873489714577e+05,2.950127421109912107e-01,8.413288973537634725e-04,6.109185312721706598e-05
1.485429332151073822e+02,1.062757351001296797e+02,7.740000453177067641e+01,7.802998793126076293e+01,2.553322965205578075e+05,2.950127477826622324e-01,8.413232256827452189e-04,6.109185312721706598e-05
1.486052938083966808e+02,1.062702678661250673e+02,7.740001766928564564e+01,7.802981364322047853e+01,2.553180082998503349e+05,2.950127534542603680e-01,8.413175540846219973e-04,6.109185312721706598e-05
1.486676544016859793e+02,1.062648016625567919e+02,7.740003080289365300e+01,7.802963943719367990e+01,2.553037226859637594e+05,2.950127591257856174e-01,8.413118825593978193e-04,6.109185312721706598e-05
1.487300149949752779e+02,1.062593364890726093e+02,7.740004393259637538e+01,7.802946531198519153e+01,2.552894396780199895e+05,2.950127647972379252e-01,8.413062111070777806e-04,6.109185312721706598e-05
1.487923755882645764e+02,1.062538723452800724e+02,7.740005705839574546e+01,7.802929126834970930e+01,2.552751592750399141e+05,2.950127704686173469e-01,8.413005397276665433e-04,6.109185312721706598e-05
1.488547361815538750e+02,1.062484092308339143e+02,7.740007018029341168e+01,7.802911730612838426e+01,2.552608814761626418e+05,2.950127761399238269e-01,8.412948684211679021e-04,6.109185312721706598e-05
1.489170967748431735e+02,1.062429471453704792e+02,7.740008329829117883e+01,7.802894342496198021e+01,2.552466062804813846e+05,2.950127818111574207e-01,8.412891971875870612e-04,6.109185312721706598e-05
1.489794573681324721e+02,1.062374860885103232e+02,7.740009641239086591e+01,7.802876962526131877e+01,2.552323336870499770e+05,2.950127874823180729e-01,8.412835260269290079e-04,6.109185312721706598e-05
1.490418179614217706e+02,1.062320260598882840e+02,7.740010952259426347e+01,7.802859590652258248e+01,2.552180636949574400e+05,2.950127931534057835e-01,8.412778549391991632e-04,6.109185312721706598e-05
1.491041785547110692e+02,1.062265670591491329e+02,7.740012262890306260e+01,7.802842226873652010e+01,2.552037963033184642e+05,2.950127988244206079e-01,8.412721839244016470e-04,6.109185312721706598e-05
1.491665391480003677e+02,1.062211090859227909e+02,7.740013573131909652e+01,7.802824871255666039e+01,2.551895315112097596e+05,2.950128044953624906e-01,8.412665129825415552e-04,6.109185312721706598e-05
1.492288997412896379e+02,1.062156521398515707e+02,7.740014882984408473e+01,7.802807523680104396e+01,2.551752693177397887e+05,2.950128101662314317e-01,8.412608421136240919e-04,6.109185312721706598e-05
1.492912603345789364e+02,1.062101962205585437e+02,7.740016192447986043e+01,7.802790184245361615e+01,2.551610097219684394e+05,2.950128158370273757e-01,8.412551713176548950e-04,6.109185312721706598e-05
1.493536209278682350e+02,1.062047413276854257e+02,7.740017501522814314e+01,7.802772852900098144e+01,2.551467527230025153e+05,2.950128215077503779e-01,8.412495005946386264e-04,6.109185312721706598e-05
1.494159815211575335e+02,1.061992874608685753e+02,7.740018810209072342e+01,7.802755529666626444e+01,2.551324983199350827e+05,2.950128271784004386e-01,8.412438299445809241e-04,6.109185312721706598e-05
1.494783421144468321e+02,1.061938346197487988e+02,7.740020118506932079e+01,7.802738214483888157e+01,2.551182465118707332e+05,2.950128328489775575e-01,8.412381593674865586e-04,6.109185312721706598e-05
1.495407027077361306e+02,1.061883828039469506e+02,7.740021426416579686e+01,7.802720907390714444e+01,2.551039972978640290e+05,2.950128385194816794e-01,8.412324888633624688e-04,6.109185312721706598e-05
1.496030633010254292e+02,1.061829320131149643e+02,7.740022733938181432e+01,7.802703608371037092e+01,2.550897506770472974e+05,2.950128441899128040e-01,8.412268184322128830e-04,6.109185312721706598e-05
1.496654238943147277e+02,1.061774822468763091e+02,7.740024041071922056e+01,7.802686317444064912e+01,2.550755066484816198e+05,2.950128498602709870e-01,8.412211480740438728e-04,6.109185312721706598e-05
1.497277844876040263e+02,1.061720335048806021e+02,7.740025347817967827e+01,7.802669034561409944e+01,2.550612652112937940e+05,2.950128555305561728e-01,8.412154777888609675e-04,6.109185312721706598e-05
1.497901450808933248e+02,1.061665857867455003e+02,7.740026654176507748e+01,7.802651759785693741e+01,2.550470263645301457e+05,2.950128612007683615e-01,8.412098075766704557e-04,6.109185312721706598e-05
1.498525056741826234e+02,1.061611390921222977e+02,7.740027960147709507e+01,7.802634493037329833e+01,2.550327901073214889e+05,2.950128668709075530e-01,8.412041374374779751e-04,6.109185312721706598e-05
1.499148662674719219e+02,1.061556934206423648e+02,7.740029265731755004e+01,7.802617234351471609e+01,2.550185564387490158e+05,2.950128725409737473e-01,8.411984673712891636e-04,6.109185312721706598e-05
1.499772268607612205e+02,1.061502487719515386e+02,7.740030570928811926e+01,7.802599983714370069e+01,2.550043253579297161e+05,2.950128782109669445e-01,8.411927973781102011e-04,6.109185312721706598e-05
1.500395874540505190e+02,1.061448051456831223e+02,7.740031875739059330e+01,7.802582741126184374e+01,2.549900968639492930e+05,2.950128838808870890e-01,8.411871274579474844e-04,6.109185312721706598e-05
1.501019480473398175e+02,1.061393625414727637e+02,7.740033180162672011e+01,7.802565506599782452e+01,2.549758709558996488e+05,2.950128895507342364e-01,8.411814576108066514e-04,6.109185312721706598e-05
1.501643086406291161e+02,1.061339209589513501e+02,7.740034484199830445e+01,7.802548280088875288e+01,2.549616476328605495e+05,2.950128952205083310e-01,8.411757878366945326e-04,6.109185312721706598e-05
1.502266692339184146e+02,1.061284803977541316e+02,7.740035787850712268e+01,7.802531061628579323e+01,2.549474268939227914e+05,2.950129008902094285e-01,8.411701181356169826e-04,6.109185312721706598e-05
1.502890298272077132e+02,1.061230408575251118e+02,7.740037091115488010e+01,7.802513851195472228e+01,2.549332087381988822e+05,2.950129065598374734e-01,8.411644485075806150e-04,6.109185312721706598e-05
1.503513904204970117e+02,1.061176023379147892e+02,7.740038393994328203e+01,7.802496648761305664e+01,2.549189931648176280e+05,2.950129122293924655e-01,8.411587789525917184e-04,6.109185312721706598e-05
1.504137510137863103e+02,1.061121648385421565e+02,7.740039696487416165e+01,7.802479454396215885e+01,2.549047801728293998e+05,2.950129178988744050e-01,8.411531094706569062e-04,6.109185312721706598e-05
1.504761116070756088e+02,1.061067283590458459e+02,7.740040998594926691e+01,7.802462268009011837e+01,2.548905697613332595e+05,2.950129235682832918e-01,8.411474400617832258e-04,6.109185312721706598e-05
1.505384722003649074e+02,1.061012928990689517e+02,7.740042300317031732e+01,7.802445089651911303e+01,2.548763619294399978e+05,2.950129292376191259e-01,8.411417707259767488e-04,6.109185312721706598e-05
1.506008327936542059e+02,1.060958584582502766e+02,7.740043601653908922e+01,7.802427919300426140e+01,2.548621566762490838e+05,2.950129349068818518e-01,8.411361014632438718e-04,6.109185312721706598e-05
1.506631933869435045e+02,1.060904250362341799e+02,7.740044902605728794e+01,7.802410756954641613e+01,2.548479540008741606e+05,2.950129405760715251e-01,8.411304322735920760e-04,6.109185312721706598e-05
1.507255539802328030e+02,1.060849926326487065e+02,7.740046203172668982e+01,7.802393602609673451e+01,2.548337539023878926e+05,2.950129462451880902e-01,8.411247631570278665e-04,6.109185312721706598e-05
1.507879145735221016e+02,1.060795612471425073e+02,7.740047503354904279e+01,7.802376456254987147e+01,2.548195563799149822e+05,2.950129519142315471e-01,8.411190941135579654e-04,6.109185312721706598e-05
1.508502751668114001e+02,1.060741308793452191e+02,7.740048803152606638e+01,7.802359317870903510e+01,2.548053614325322269e+05,2.950129575832018958e-01,8.411134251431900705e-04,6.109185312721706598e-05
1.509126357601006987e+02,1.060687015289014568e+02,7.740050102565956536e+01,7.802342187502905801e+01,2.547911690593537933e+05,2.950129632520991363e-01,8.411077562459310123e-04,6.109185312721706598e-05
1.509749963533899972e+02,1.060632731954438128e+02,7.740051401595127345e+01,7.802325065108962576e+01,2.547769792594641040e+05,2.950129689209232686e-01,8.411020874217878382e-04,6.109185312721706598e-05
1.510373569466792958e+02,1.060578458786101095e+02,7.740052700240292438e+01,7.802307950700424044e+01,2.547627920319604455e+05,2.950129745896742928e-01,8.410964186707682458e-04,6.109185312721706598e-05
1.510997175399685943e+02,1.060524195780523229e+02,7.740053998501620924e+01,7.802290844251187707e+01,2.547486073759759602e+05,2.950129802583522087e-01,8.410907499928792826e-04,6.109185312721706598e-05
