Time [s],T_g [K],T_l [K],T_i [K],p_g [Pa],ml [kg],mv [kg],ma [kg]
8.898856662382796401e+01,1.120250306411371213e+02,7.738538061606655560e+01,7.824061177559674718e+01,2.703124698571811314e+05,2.950072947589522099e-01,8.467762493923299601e-04,6.109185312721706598e-05
8.905092721711726256e+01,1.120183940344961115e+02,7.738539844870010143e+01,7.824033577461786138e+01,2.702952252734082285e+05,2.950073005164032813e-01,8.467704919412831184e-04,6.109185312721706598e-05
8.911328781040656111e+01,1.120117588659924053e+02,7.738541627520987731e+01,7.824005991941221794e+01,2.702779843300628127e+05,2.950073062737206819e-01,8.467647346238633271e-04,6.109185312721706598e-05
8.917564840369585966e+01,1.120051251353243629e+02,7.738543409559773067e+01,7.823978420932891709e+01,2.702607470263683936e+05,2.950073120309045782e-01,8.467589774399725744e-04,6.109185312721706598e-05
8.923800899698515821e+01,1.119984928419285382e+02,7.738545190986715738e+01,7.823950864414297257e+01,2.702435133608726319e+05,2.950073177879551367e-01,8.467532203894307741e-04,6.109185312721706598e-05
8.930036959027445675e+01,1.119918619852104769e+02,7.738546971802183805e+01,7.823923322381753565e+01,2.702262833320429199e+05,2.950073235448725240e-01,8.467474634720494921e-04,6.109185312721706598e-05
8.936273018356375530e+01,1.119852325646340176e+02,7.738548752006504117e+01,7.823895794825487826e+01,2.702090569384974660e+05,2.950073293016569065e-01,8.467417066876580748e-04,6.109185312721706598e-05
8.942509077685305385e+01,1.119786045797026190e+02,7.738550531599986471e+01,7.823868281712809392e+01,2.701918341789566912e+05,2.950073350583084508e-01,8.467359500360988793e-04,6.109185312721706598e-05
8.948745137014235240e+01,1.119719780299601979e+02,7.738552310582915084e+01,7.823840783063994309e+01,2.701746150522449170e+05,2.950073408148273235e-01,8.467301935172258636e-04,6.109185312721706598e-05
8.954981196343165095e+01,1.119653529148845763e+02,7.738554088955605437e+01,7.823813298809335492e+01,2.701573995570164989e+05,2.950073465712136911e-01,8.467244371308742289e-04,6.109185312721706598e-05
8.961217255672094950e+01,1.119587292339679720e+02,7.738555866718375853e+01,7.823785828995869451e+01,2.701401876919632778e+05,2.950073523274676646e-01,8.467186808768822123e-04,6.109185312721706598e-05
8.967453315001024805e+01,1.119521069866579239e+02,7.738557643871565972e+01,7.823758373599814320e+01,2.701229794556609122e+05,2.950073580835894660e-01,8.467129247550754740e-04,6.109185312721706598e-05
8.973689374329954660e+01,1.119454861726126751e+02,7.738559420415383272e+01,7.823730932529443294e+01,2.701057748472298263e+05,2.950073638395792064e-01,8.467071687653446180e-04,6.109185312721706598e-05
8.979925433658884515e+01,1.119388667911099304e+02,7.738561196350279658e+01,7.823703505864699537e+01,2.700885738648074912e+05,2.950073695954371078e-01,8.467014129074612030e-04,6.109185312721706598e-05
8.986161492987814370e+01,1.119322488418084589e+02,7.738562971676459767e+01,7.823676093500651518e+01,2.700713765075150877e+05,2.950073753511632257e-01,8.466956571813172424e-04,6.109185312721706598e-05
8.992397552316744225e+01,1.119256323240337139e+02,7.738564746394339977e+01,7.823648695565817945e+01,2.700541827736143023e+05,2.950073811067578378e-01,8.466899015867007747e-04,6.109185312721706598e-05
8.998633611645674080e+01,1.119190172373957068e+02,7.738566520504161872e+01,7.823621311895736596e+01,2.700369926621000632e+05,2.950073868622210549e-01,8.466841461234884177e-04,6.109185312721706598e-05
9.004869670974603935e+01,1.119124035814375304e+02,7.738568294006203985e+01,7.823593942520716382e+01,2.700198061717957025e+05,2.950073926175529881e-01,8.466783907915351052e-04,6.109185312721706598e-05
9.011105730303533790e+01,1.119057913555724042e+02,7.738570066900831534e+01,7.823566587456616617e+01,2.700026233011889854e+05,2.950073983727538596e-01,8.466726355906568479e-04,6.109185312721706598e-05
9.017341789632462223e+01,1.118991805593190776e+02,7.738571839188335844e+01,7.823539246655931834e+01,2.699854440490402048e+05,2.950074041278238357e-01,8.466668805207023998e-04,6.109185312721706598e-05
9.023577848961392078e+01,1.118925711920535377e+02,7.738573610869103447e+01,7.823511920164766309e+01,2.699682684137402684e+05,2.950074098827630831e-01,8.466611255814753033e-04,6.109185312721706598e-05
9.029813908290321933e+01,1.118859632534518482e+02,7.738575381943334719e+01,7.823484607891197129e+01,2.699510963944558753e+05,2.950074156375716572e-01,8.466553707728736436e-04,6.109185312721706598e-05
9.036049967619251788e+01,1.118793567429781035e+02,7.738577152411355087e+01,7.823457309824273409e+01,2.699339279898062232e+05,2.950074213922497801e-01,8.466496160947299112e-04,6.109185312721706598e-05
9.042286026948181643e+01,1.118727516600193752e+02,7.738578922273545402e+01,7.823430026047486763e+01,2.699167631982117309e+05,2.950074271467976739e-01,8.466438615468518773e-04,6.109185312721706598e-05
9.048522086277111498e+01,1.118661480041249803e+02,7.738580691530179934e+01,7.823402756452451001e+01,2.698996020185110974e+05,2.950074329012154495e-01,8.466381071290980534e-04,6.109185312721706598e-05
9.054758145606041353e+01,1.118595457748336912e+02,7.738582460181541478e+01,7.823375501007224386e+01,2.698824444495169446e+05,2.950074386555032180e-01,8.466323528413252164e-04,6.109185312721706598e-05
9.060994204934971208e+01,1.118529449715819197e+02,7.738584228227976780e+01,7.823348259804690485e+01,2.698652904897765839e+05,2.950074444096612014e-01,8.466265986833559909e-04,6.109185312721706598e-05
9.067230264263901063e+01,1.118463455939953093e+02,7.738585995669713213e+01,7.823321032744618719e+01,2.698481401383266784e+05,2.950074501636894553e-01,8.466208446550748008e-04,6.109185312721706598e-05
9.073466323592830918e+01,1.118397476414781977e+02,7.738587762507120260e+01,7.823293819807774696e+01,2.698309933936318848e+05,2.950074559175882571e-01,8.466150907562944045e-04,6.109185312721706598e-05
9.079702382921760773e+01,1.118331511135411489e+02,7.738589528740496348e+01,7.823266620987089937e+01,2.698138502544316580e+05,2.950074616713576625e-01,8.466093369868626884e-04,6.109185312721706598e-05
9.085938442250690628e+01,1.118265560096240563e+02,7.738591294370183959e+01,7.823239436361853905e+01,2.697967107192829135e+05,2.950074674249978934e-01,8.466035833466060718e-04,6.109185312721706598e-05
9.092174501579620483e+01,1.118199623292792353e+02,7.738593059396460205e+01,7.823212265807434562e+01,2.697795747870326741e+05,2.950074731785091164e-01,8.465978298353848009e-04,6.109185312721706598e-05
9.098410560908550337e+01,1.118133700720404988e+02,7.738594823819607882e+01,7.823185109337362064e+01,2.697624424564804067e+05,2.950074789318914426e-01,8.465920764530538095e-04,6.109185312721706598e-05
9.104646620237480192e+01,1.118067792373658733e+02,7.738596587639959523e+01,7.823157966945721853e+01,2.697453137262298260e+05,2.950074846851450383e-01,8.465863231994453716e-04,6.109185312721706598e-05
9.110882679566410047e+01,1.118001898248009667e+02,7.738598350857792241e+01,7.823130838643545815e+01,2.697281885951108416e+05,2.950074904382700702e-01,8.465805700744186493e-04,6.109185312721706598e-05
9.117118738895339902e+01,1.117936018336539803e+02,7.738600113473529518e+01,7.823103724377321555e+01,2.697110670613408438e+05,2.950074961912667049e-01,8.465748170777601632e-04,6.109185312721706598e-05
9.123354798224269757e+01,1.117870152637015622e+02,7.738601875487310622e+01,7.823076624149658187e+01,2.696939491243455559e+05,2.950075019441350532e-01,8.465690642093992233e-04,6.109185312721706598e-05
9.129590857553199612e+01,1.117804301142817707e+02,7.738603636899539140e+01,7.823049537972102030e+01,2.696768347824196680e+05,2.950075076968753374e-01,8.465633114691323248e-04,6.109185312721706598e-05
9.135826916882128046e+01,1.117738463849292003e+02,7.738605397710496447e+01,7.823022465763733635e+01,2.696597240343646845e+05,2.950075134494876683e-01,8.465575588568162446e-04,6.109185312721706598e-05
9.142062976211057901e+01,1.117672640752156354e+02,7.738607157920449708e+01,7.822995407569914050e+01,2.696426168790782103e+05,2.950075192019721571e-01,8.465518063723176259e-04,6.109185312721706598e-05
9.148299035539987756e+01,1.117606831845033923e+02,7.738608917529785458e+01,7.822968363374621958e+01,2.696255133149172179e+05,2.950075249543290257e-01,8.465460540154417460e-04,6.109185312721706598e-05
9.154535094868917611e+01,1.117541037123642695e+02,7.738610676538766597e+01,7.822941333172403233e+01,2.696084133407794870e+05,2.950075307065583852e-01,8.465403017860558986e-04,6.109185312721706598e-05
9.160771154197847466e+01,1.117475256583758920e+02,7.738612434947648921e+01,7.822914316862558337e+01,2.695913169555772911e+05,2.950075364586604021e-01,8.465345496840294371e-04,6.109185312721706598e-05
9.167007213526777321e+01,1.117409490219477561e+02,7.738614192756793386e+01,7.822887314512959733e+01,2.695742241577899549e+05,2.950075422106352430e-01,8.465287977091816253e-04,6.109185312721706598e-05
9.173243272855707175e+01,1.117343738026484914e+02,7.738615949966465735e+01,7.822860326124374808e+01,2.695571349463069346e+05,2.950075479624830188e-01,8.465230458613810577e-04,6.109185312721706598e-05
9.179479332184637030e+01,1.117277999999445939e+02,7.738617706576985711e+01,7.822833351615130937e+01,2.695400493197545875e+05,2.950075537142039517e-01,8.465172941404641282e-04,6.109185312721706598e-05
9.185715391513566885e+01,1.117212276133219291e+02,7.738619462588673059e+01,7.822806391055350161e+01,2.695229672768083401e+05,2.950075594657981526e-01,8.465115425462722181e-04,6.109185312721706598e-05
9.191951450842496740e+01,1.117146566423522955e+02,7.738621218001787838e+01,7.822779444364897472e+01,2.695058888163664378e+05,2.950075652172657326e-01,8.465057910786753315e-04,6.109185312721706598e-05
9.198187510171426595e+01,1.117080870864521529e+02,7.738622972816681056e+01,7.822752511496803152e+01,2.694888139369261335e+05,2.950075709686069136e-01,8.465000397374957677e-04,6.109185312721706598e-05
9.204423569500356450e+01,1.117015189451690844e+02,7.738624727033635509e+01,7.822725592571156028e+01,2.694717426373222843e+05,2.950075767198218069e-01,8.464942885225948573e-04,6.109185312721706598e-05
9.210659628829286305e+01,1.116949522179910588e+02,7.738626480652958151e+01,7.822698687441454979e+01,2.694546749162367196e+05,2.950075824709105787e-01,8.464885374338165834e-04,6.109185312721706598e-05
9.216895688158216160e+01,1.116883869044657160e+02,7.738628233674924672e+01,7.822671796162907754e+01,2.694376107725052861e+05,2.950075882218733958e-01,8.464827864710233610e-04,6.109185312721706598e-05
9.223131747487146015e+01,1.116818230040630056e+02,7.738629986099857661e+01,7.822644918729695007e+01,2.694205502047630725e+05,2.950075939727103691e-01,8.464770356340542944e-04,6.109185312721706598e-05
9.229367806816075870e+01,1.116752605163004972e+02,7.738631737928051280e+01,7.822618055109322199e+01,2.694034932117682183e+05,2.950075997234216651e-01,8.464712849227621488e-04,6.109185312721706598e-05
9.235603866145005725e+01,1.116686994407361198e+02,7.738633489159774115e+01,7.822591205242913759e+01,2.693864397923824727e+05,2.950076054740073950e-01,8.464655343370128086e-04,6.109185312721706598e-05
9.241839925473935580e+01,1.116621397767406023e+02,7.738635239795409859e+01,7.822564369202439138e+01,2.693693899449859164e+05,2.950076112244677806e-01,8.464597838766175142e-04,6.109185312721706598e-05
9.248075984802865435e+01,1.116555815239940159e+02,7.738636989835151780e+01,7.822537546904354144e+01,2.693523436687554931e+05,2.950076169748029331e-01,8.464540335414770609e-04,6.109185312721706598e-05
9.254312044131793868e+01,1.116490246818266598e+02,7.738638739279407730e+01,7.822510738357580351e+01,2.693353009619663353e+05,2.950076227250130190e-01,8.464482833313900041e-04,6.109185312721706598e-05
9.260548103460723723e+01,1.116424692497674300e+02,7.738640488128461925e+01,7.822483943564741082e+01,2.693182618234061520e+05,2.950076284750982047e-01,8.464425332462145301e-04,6.109185312721706598e-05
9.266784162789653578e+01,1.116359152274436468e+02,7.738642236382543160e+01,7.822457162522387364e+01,2.693012262521164957e+05,2.950076342250586015e-01,8.464367832858378819e-04,6.109185312721706598e-05
9.273020222118583433e+01,1.116293626143206978e+02,7.738643984041975443e+01,7.822430395220580124e+01,2.692841942467208719e+05,2.950076399748943201e-01,8.464310334500984049e-04,6.109185312721706598e-05
9.279256281447513288e+01,1.116228114099391462e+02,7.738645731107035886e+01,7.822403641543948538e+01,2.692671658060368500e+05,2.950076457246055828e-01,8.464252837388574298e-04,6.109185312721706598e-05
9.285492340776443143e+01,1.116162616137550430e+02,7.738647477578055600e+01,7.822376901607321997e+01,2.692501409286643029e+05,2.950076514741925005e-01,8.464195341519533018e-04,6.109185312721706598e-05
9.291728400105372998e+01,1.116097132251268249e+02,7.738649223455422543e+01,7.822350175362292646e+01,2.692331196129510063e+05,2.950076572236552397e-01,8.464137846891925995e-04,6.109185312721706598e-05
9.297964459434302853e+01,1.116031662437666228e+02,7.738650968739314351e+01,7.822323462789299242e+01,2.692161018581572571e+05,2.950076629729939670e-01,8.464080353504877191e-04,6.109185312721706598e-05
9.304200518763232708e+01,1.115966206691888658e+02,7.738652713430020924e+01,7.822296763843939971e+01,2.691990876630335115e+05,2.950076687222087379e-01,8.464022861356942451e-04,6.109185312721706598e-05
9.310436578092162563e+01,1.115900765009562150e+02,7.738654457527810848e+01,7.822270078573308183e+01,2.691820770264544990e+05,2.950076744712997745e-01,8.463965370446797963e-04,6.109185312721706598e-05
9.316672637421092418e+01,1.115835337383903862e+02,7.738656201033094817e+01,7.822243406928120635e+01,2.691650699466743390e+05,2.950076802202671877e-01,8.463907880772448796e-04,6.109185312721706598e-05
9.322908696750022273e+01,1.115769923810720314e+02,7.738657943946124362e+01,7.822216748879270654e+01,2.691480664226132794e+05,2.950076859691111442e-01,8.463850392332621011e-04,6.109185312721706598e-05
9.329144756078952128e+01,1.115704524285176831e+02,7.738659686267195070e+01,7.822190104445589043e+01,2.691310664530280046e+05,2.950076917178318103e-01,8.463792905125879125e-04,6.109185312721706598e-05
9.335380815407881983e+01,1.115639138802252432e+02,7.738661427996608211e+01,7.822163473608715378e+01,2.691140700366261881e+05,2.950076974664293528e-01,8.463735419150725855e-04,6.109185312721706598e-05
9.341616874736811837e+01,1.115573767357953727e+02,7.738663169134608211e+01,7.822136856351153256e+01,2.690970771723808139e+05,2.950077032149038270e-01,8.463677934405967494e-04,6.109185312721706598e-05
9.347852934065741692e+01,1.115508409946804989e+02,7.738664909681521920e+01,7.822110252663968311e+01,2.690800878588829655e+05,2.950077089632553995e-01,8.463620450889985328e-04,6.109185312721706598e-05
9.354088993394671547e+01,1.115443066563855297e+02,7.738666649637652029e+01,7.822083662523255043e+01,2.690631020948585938e+05,2.950077147114842924e-01,8.463562968601308096e-04,6.109185312721706598e-05
9.360325052723601402e+01,1.115377737204721456e+02,7.738668389003262860e+01,7.822057085913894525e+01,2.690461198791799252e+05,2.950077204595905611e-01,8.463505487538633670e-04,6.109185312721706598e-05
9.366561112052531257e+01,1.115312421862703758e+02,7.738670127778756580e+01,7.822030522861638246e+01,2.690291412101224996e+05,2.950077262075744278e-01,8.463448007699979044e-04,6.109185312721706598e-05
9.372797171381459691e+01,1.115247120534528307e+02,7.738671865964334984e+01,7.822003973350030037e+01,2.690121660868450417e+05,2.950077319554360034e-01,8.463390529084385784e-04,6.109185312721706598e-05
9.379033230710389546e+01,1.115181833215660134e+02,7.738673603560269498e+01,7.821977437291137392e+01,2.689951945081808371e+05,2.950077377031753989e-01,8.463333051690498637e-04,6.109185312721706598e-05
9.385269290039319401e+01,1.115116559900641562e+02,7.738675340566889815e+01,7.821950914747277750e+01,2.689782264727256261e+05,2.950077434507927809e-01,8.463275575516719489e-04,6.109185312721706598e-05
9.391505349368249256e+01,1.115051300584959222e+02,7.738677076984467362e+01,7.821924405690374726e+01,2.689612619793186896e+05,2.950077491982882605e-01,8.463218100561712602e-04,6.109185312721706598e-05
9.397741408697179111e+01,1.114986055262809685e+02,7.738678812813353147e+01,7.821897910093815653e+01,2.689443010264666518e+05,2.950077549456620596e-01,8.463160626823772528e-04,6.109185312721706598e-05
9.403977468026108966e+01,1.114920823930374212e+02,7.738680548053775965e+01,7.821871427975776214e+01,2.689273436131877243e+05,2.950077606929142338e-01,8.463103154301773864e-04,6.109185312721706598e-05
9.410213527355038821e+01,1.114855606582220986e+02,7.738682282706066928e+01,7.821844959303470546e+01,2.689103897380844573e+05,2.950077664400450050e-01,8.463045682994122833e-04,6.109185312721706598e-05
9.416449586683968676e+01,1.114790403213170009e+02,7.738684016770532992e+01,7.821818504043474718e+01,2.688934393998242449e+05,2.950077721870544845e-01,8.462988212899309141e-04,6.109185312721706598e-05
9.422685646012898530e+01,1.114725213819026948e+02,7.738685750247431372e+01,7.821792062222382924e+01,2.688764925973286154e+05,2.950077779339427830e-01,8.462930744016102218e-04,6.109185312721706598e-05
9.428921705341828385e+01,1.114660038394372208e+02,7.738687483137086076e+01,7.821765633803838114e+01,2.688595493292030296e+05,2.950077836807101228e-01,8.462873276342903952e-04,6.109185312721706598e-05
9.435157764670758240e+01,1.114594876935398133e+02,7.738689215439725899e+01,7.821739218781171132e+01,2.688426095944694825e+05,2.950077894273565593e-01,8.462815809878601950e-04,6.109185312721706598e-05
9.441393823999688095e+01,1.114529729437060581e+02,7.738690947155654953e+01,7.821712817165906984e+01,2.688256733918302925e+05,2.950077951738822590e-01,8.462758344621742297e-04,6.109185312721706598e-05
9.447629883328617950e+01,1.114464595893459489e+02,7.738692678285227089e+01,7.821686428890521370e+01,2.688087407197675784e+05,2.950078009202873885e-01,8.462700880570601112e-04,6.109185312721706598e-05
9.453865942657547805e+01,1.114399476300448555e+02,7.738694408828695259e+01,7.821660053998121498e+01,2.687918115772149176e+05,2.950078066665720589e-01,8.462643417723958667e-04,6.109185312721706598e-05
9.460102001986477660e+01,1.114334370652148607e+02,7.738696138786409051e+01,7.821633692472988741e+01,2.687748859626604826e+05,2.950078124127364365e-01,8.462585956080126860e-04,6.109185312721706598e-05
9.466338061315407515e+01,1.114269278945329944e+02,7.738697868158564575e+01,7.821607344242116255e+01,2.687579638752745232e+05,2.950078181587806325e-01,8.462528495638155929e-04,6.109185312721706598e-05
9.472574120644337370e+01,1.114204201175052589e+02,7.738699596945458836e+01,7.821581009351757530e+01,2.687410453137866571e+05,2.950078239047048134e-01,8.462471036396612559e-04,6.109185312721706598e-05
9.478810179973267225e+01,1.114139137335020422e+02,7.738701325147468424e+01,7.821554687790550986e+01,2.687241302765771979e+05,2.950078296505090902e-01,8.462413578353678544e-04,6.109185312721706598e-05
9.485046239302197080e+01,1.114074087421593902e+02,7.738703052764812185e+01,7.821528379535199349e+01,2.687072187627111562e+05,2.950078353961936295e-01,8.462356121508297869e-04,6.109185312721706598e-05
9.491282298631125514e+01,1.114009051429266748e+02,7.738704779797822653e+01,7.821502084565032931e+01,2.686903107707718736e+05,2.950078411417585977e-01,8.462298665858881096e-04,6.109185312721706598e-05
9.497518357960055368e+01,1.113944029354180003e+02,7.738706506246725780e+01,7.821475802862370585e+01,2.686734062997683650e+05,2.950078468872040505e-01,8.462241211404316916e-04,6.109185312721706598e-05
9.503754417288985223e+01,1.113879021190547434e+02,7.738708232111875418e+01,7.821449534480316856e+01,2.686565053482120857e+05,2.950078526325302097e-01,8.462183758142938911e-04,6.109185312721706598e-05
9.509990476617915078e+01,1.113814026934451391e+02,7.738709957393503203e+01,7.821423279316428534e+01,2.686396079150963342e+05,2.950078583777371311e-01,8.462126306073618426e-04,6.109185312721706598e-05
9.516226535946844933e+01,1.113749046581132802e+02,7.738711682091896193e+01,7.821397037413322550e+01,2.686227139991976437e+05,2.950078641228249809e-01,8.462068855194983946e-04,6.109185312721706598e-05
9.522462595275774788e+01,1.113684080124385360e+02,7.738713406207423873e+01,7.821370808723138168e+01,2.686058235989197274e+05,2.950078698677939260e-01,8.462011405505264969e-04,6.109185312721706598e-05
9.528698654604704643e+01,1.113619127561117779e+02,7.738715129740269560e+01,7.821344593268777601e+01,2.685889367134690401e+05,2.950078756126440771e-01,8.461953957003556185e-04,6.109185312721706598e-05
9.534934713933634498e+01,1.113554188884588996e+02,7.738716852690841108e+01,7.821318391018364480e+01,2.685720533411118668e+05,2.950078813573756564e-01,8.461896509687955904e-04,6.109185312721706598e-05
9.541170773262564353e+01,1.113489264091757178e+02,7.738718575059318994e+01,7.821292202011881045e+01,2.685551734810665948e+05,2.950078871019887194e-01,8.461839063557572913e-04,6.109185312721706598e-05
9.547406832591494208e+01,1.113424353177094446e+02,7.738720296846035751e+01,7.821266026157395856e+01,2.685382971319123753e+05,2.950078928464833772e-01,8.461781618610835116e-04,6.109185312721706598e-05
9.553642891920424063e+01,1.113359456135561203e+02,7.738722018051289808e+01,7.821239863497467582e+01,2.685214242923540296e+05,2.950078985908598517e-01,8.461724174846311369e-04,6.109185312721706598e-05
9.559878951249353918e+01,1.113294572963602178e+02,7.738723738675295749e+01,7.821213713951887314e+01,2.685045549614783376e+05,2.950079043351181984e-01,8.461666732262981437e-04,6.109185312721706598e-05
9.566115010578283773e+01,1.113229703654702689e+02,7.738725458718442951e+01,7.821187577634644583e+01,2.684876891376096755e+05,2.950079100792585840e-01,8.461609290858995670e-04,6.109185312721706598e-05
9.572351069907213628e+01,1.113164848205144182e+02,7.738727178180951682e+01,7.821161454407585722e+01,2.684708268197933212e+05,2.950079158232811749e-01,8.461551850633305645e-04,6.109185312721706598e-05
9.578587129236143483e+01,1.113100006609592185e+02,7.738728897063141687e+01,7.821135344357601582e+01,2.684539680066576111e+05,2.950079215671860822e-01,8.461494411584392396e-04,6.109185312721706598e-05
9.584823188565073337e+01,1.113035178863403587e+02,7.738730615365290078e+01,7.821109247369298600e+01,2.684371126970099285e+05,2.950079273109734168e-01,8.461436973710944037e-04,6.109185312721706598e-05
9.591059247894003192e+01,1.112970364962062462e+02,7.738732333087666859e+01,7.821083163574914465e+01,2.684202608896896127e+05,2.950079330546433454e-01,8.461379537011687714e-04,6.109185312721706598e-05
9.597295307222933047e+01,1.112905564900392505e+02,7.738734050230581829e+01,7.821057092829350665e+01,2.684034125833665021e+05,2.950079387981959789e-01,8.461322101485156504e-04,6.109185312721706598e-05
9.603531366551862902e+01,1.112840778674412689e+02,7.738735766794272308e+01,7.821031035187775160e+01,2.683865677770175389e+05,2.950079445416314838e-01,8.461264667130219581e-04,6.109185312721706598e-05
9.609767425880791336e+01,1.112776006278880487e+02,7.738737482779049515e+01,7.821004990617393560e+01,2.683697264692956232e+05,2.950079502849499713e-01,8.461207233945405685e-04,6.109185312721706598e-05
9.616003485209721191e+01,1.112711247708950708e+02,7.738739198185203350e+01,7.820978959115396378e+01,2.683528886589561007e+05,2.950079560281515523e-01,8.461149801929358479e-04,6.109185312721706598e-05
9.622239544538651046e+01,1.112646502959757413e+02,7.738740913013022293e+01,7.820952940663607933e+01,2.683360543447484961e+05,2.950079617712363933e-01,8.461092371080706446e-04,6.109185312721706598e-05
9.628475603867580901e+01,1.112581772026264844e+02,7.738742627262809037e+01,7.820926935271300806e+01,2.683192235253790277e+05,2.950079675142046609e-01,8.461034941398042292e-04,6.109185312721706598e-05
9.634711663196510756e+01,1.112517054904417790e+02,7.738744340934802324e+01,7.820900942908022557e+01,2.683023961998060113e+05,2.950079732570564661e-01,8.460977512880220016e-04,6.109185312721706598e-05
9.640947722525440611e+01,1.112452351588822381e+02,7.738746054029327581e+01,7.820874963598130591e+01,2.682855723666434642e+05,2.950079789997919200e-01,8.460920085525746670e-04,6.109185312721706598e-05
9.647183781854370466e+01,1.112387662075122989e+02,7.738747766546640605e+01,7.820848997265332514e+01,2.682687520247725188e+05,2.950079847424111334e-01,8.460862659333392771e-04,6.109185312721706598e-05
9.653419841183300321e+01,1.112322986358716719e+02,7.738749478487014244e+01,7.820823043902535687e+01,2.682519351730112103e+05,2.950079904849142731e-01,8.460805234301872453e-04,6.109185312721706598e-05
9.659655900512230176e+01,1.112258324433700238e+02,7.738751189850800927e+01,7.820797103581982412e+01,2.682351218098419486e+05,2.950079962273015055e-01,8.460747810429551825e-04,6.109185312721706598e-05
9.665891959841160030e+01,1.112193676296560199e+02,7.738752900638209553e+01,7.820771176222105225e+01,2.682183119343634462e+05,2.950080019695729416e-01,8.460690387715446431e-04,6.109185312721706598e-05
9.672128019170089885e+01,1.112129041942386181e+02,7.738754610849531446e+01,7.820745261859671871e+01,2.682015055453140521e+05,2.950080077117286925e-01,8.460632966158195597e-04,6.109185312721706598e-05
9.678364078499019740e+01,1.112064421365973885e+02,7.738756320485079243e+01,7.820719360439228751e+01,2.681847026413567946e+05,2.950080134537688692e-01,8.460575545756358418e-04,6.109185312721706598e-05
9.684600137827949595e+01,1.111999814563592395e+02,7.738758029545073214e+01,7.820693471964496268e+01,2.681679032215340412e+05,2.950080191956936382e-01,8.460518126508888639e-04,6.109185312721706598e-05
9.690836197156879450e+01,1.111935221528921858e+02,7.738759738029885682e+01,7.820667596431948709e+01,2.681511072842217400e+05,2.950080249375031105e-01,8.460460708414043948e-04,6.109185312721706598e-05
9.697072256485809305e+01,1.111870642258494257e+02,7.738761445939725547e+01,7.820641733819832098e+01,2.681343148285296047e+05,2.950080306791974527e-01,8.460403291470870247e-04,6.109185312721706598e-05
9.703308315814739160e+01,1.111806076747273693e+02,7.738763153274892659e+01,7.820615884135473550e+01,2.681175258531646105e+05,2.950080364207767203e-01,8.460345875677975419e-04,6.109185312721706598e-05
9.709544375143669015e+01,1.111741524990245011e+02,7.738764860035679760e+01,7.820590047319525695e+01,2.681007403568382142e+05,2.950080421622411353e-01,8.460288461033978191e-04,6.109185312721706598e-05
9.715780434472598870e+01,1.111676986983102324e+02,7.738766566222346910e+01,7.820564223432195661e+01,2.680839583384452271e+05,2.950080479035907532e-01,8.460231047537698952e-04,6.109185312721706598e-05
9.722016493801528725e+01,1.111612462720156742e+02,7.738768271835228063e+01,7.820538412416773610e+01,2.680671797965243459e+05,2.950080536448257407e-01,8.460173635187575366e-04,6.109185312721706598e-05
9.728252553130457159e+01,1.111547952197422120e+02,7.738769976874560541e+01,7.820512614293518538e+01,2.680504047300525708e+05,2.950080593859462641e-01,8.460116223982506968e-04,6.109185312721706598e-05
9.734488612459387014e+01,1.111483455409969423e+02,7.738771681340637087e+01,7.820486829047362676e+01,2.680336331377637107e+05,2.950080651269523790e-01,8.460058813921143926e-04,6.109185312721706598e-05
9.740724671788316869e+01,1.111418972353297931e+02,7.738773385233724866e+01,7.820461056641632069e+01,2.680168650185026345e+05,2.950080708678442520e-01,8.460001405002257838e-04,6.109185312721706598e-05
9.746960731117246723e+01,1.111354503022601108e+02,7.738775088554106674e+01,7.820435297073331071e+01,2.680001003710352234e+05,2.950080766086220496e-01,8.459943997224541158e-04,6.109185312721706598e-05
9.753196790446176578e+01,1.111290047413016282e+02,7.738776791302070990e+01,7.820409550358101569e+01,2.679833391941128066e+05,2.950080823492858273e-01,8.459886590586663570e-04,6.109185312721706598e-05
9.759432849775106433e+01,1.111225605520043729e+02,7.738778493477884979e+01,7.820383816415936451e+01,2.679665814865802531e+05,2.950080880898357516e-01,8.459829185087398840e-04,6.109185312721706598e-05
9.765668909104036288e+01,1.111161177338315724e+02,7.738780195081864122e+01,7.820358095330711024e+01,2.679498272470594966e+05,2.950080938302719891e-01,8.459771780725293053e-04,6.109185312721706598e-05
9.771904968432966143e+01,1.111096762863987379e+02,7.738781896114238634e+01,7.820332387045792188e+01,2.679330764745633933e+05,2.950080995705945952e-01,8.459714377499290196e-04,6.109185312721706598e-05
9.778141027761895998e+01,1.111032362091603432e+02,7.738783596575326840e+01,7.820306691537435029e+01,2.679163291676914669e+05,2.950081053108037366e-01,8.459656975407920092e-04,6.109185312721706598e-05
9.784377087090825853e+01,1.110967975017214400e+02,7.738785296465367480e+01,7.820281008816647272e+01,2.678995853254304966e+05,2.950081110508995241e-01,8.459599574450113717e-04,6.109185312721706598e-05
9.790613146419755708e+01,1.110903601635658902e+02,7.738786995784661826e+01,7.820255338878011742e+01,2.678828449464554433e+05,2.950081167908820690e-01,8.459542174624476787e-04,6.109185312721706598e-05
9.796849205748685563e+01,1.110839241942621243e+02,7.738788694533465673e+01,7.820229681686890899e+01,2.678661080296581495e+05,2.950081225307515376e-01,8.459484775929839448e-04,6.109185312721706598e-05
