Temperature (K)	Pressure (MPa)	Density (l, kg/m3)	Volume (l, m3/kg)	Internal Energy (l, kJ/kg)	Enthalpy (l, kJ/kg)	Entropy (l, J/g*K)	Cv (l, J/g*K)	Cp (l, J/g*K)	Sound Spd. (l, m/s)	Joule-Thomson (l, K/MPa)	Viscosity (l, Pa*s)	Therm. Cond. (l, W/m*K)	Surf. Tension (l, N/m)	Density (v, kg/m3)	Volume (v, m3/kg)	Internal Energy (v, kJ/kg)	Enthalpy (v, kJ/kg)	Entropy (v, J/g*K)	Cv (v, J/g*K)	Cp (v, J/g*K)	Sound Spd. (v, m/s)	Joule-Thomson (v, K/MPa)	Viscosity (v, Pa*s)	Therm. Cond. (v, W/m*K)
92.772	0.45370	730.42	0.0013691	-90.114	-89.493	3.2119	1.0081	2.1773	688.54	-0.18677	9.3906e-05	0.11443	0.0055050	18.795	0.053205	61.964	86.103	5.1046	0.81889	1.3153	182.57	19.809	6.7026e-06	0.0094525
92.873	0.45743	729.87	0.0013701	-89.897	-89.270	3.2142	1.0077	2.1788	687.40	-0.18521	9.3609e-05	0.11423	0.0054839	18.944	0.052787	61.993	86.140	5.1029	0.81932	1.3173	182.59	19.774	6.7117e-06	0.0094693
92.975	0.46117	729.33	0.0013711	-89.680	-89.047	3.2165	1.0073	2.1803	686.27	-0.18365	9.3313e-05	0.11403	0.0054628	19.094	0.052373	62.023	86.176	5.1012	0.81976	1.3193	182.61	19.739	6.7208e-06	0.0094862
93.077	0.46494	728.78	0.0013722	-89.462	-88.824	3.2189	1.0069	2.1818	685.14	-0.18207	9.3018e-05	0.11383	0.0054418	19.244	0.051964	62.052	86.212	5.0994	0.82019	1.3214	182.63	19.703	6.7300e-06	0.0095032
93.178	0.46873	728.23	0.0013732	-89.244	-88.601	3.2212	1.0065	2.1833	684.01	-0.18049	9.2724e-05	0.11363	0.0054208	19.396	0.051558	62.081	86.248	5.0977	0.82063	1.3234	182.66	19.668	6.7391e-06	0.0095203
93.280	0.47254	727.68	0.0013742	-89.026	-88.377	3.2236	1.0061	2.1848	682.87	-0.17889	9.2431e-05	0.11343	0.0053998	19.548	0.051156	62.110	86.284	5.0960	0.82106	1.3255	182.68	19.633	6.7483e-06	0.0095375
93.382	0.47638	727.13	0.0013753	-88.808	-88.153	3.2259	1.0057	2.1864	681.73	-0.17728	9.2140e-05	0.11324	0.0053788	19.701	0.050758	62.138	86.319	5.0943	0.82150	1.3276	182.70	19.598	6.7574e-06	0.0095547
93.483	0.48024	726.58	0.0013763	-88.590	-87.929	3.2283	1.0053	2.1879	680.60	-0.17566	9.1850e-05	0.11304	0.0053578	19.856	0.050364	62.167	86.353	5.0926	0.82195	1.3297	182.72	19.564	6.7666e-06	0.0095721
93.585	0.48412	726.03	0.0013774	-88.372	-87.705	3.2306	1.0049	2.1895	679.46	-0.17404	9.1561e-05	0.11284	0.0053368	20.011	0.049973	62.195	86.388	5.0909	0.82239	1.3318	182.74	19.529	6.7759e-06	0.0095895
93.687	0.48802	725.48	0.0013784	-88.154	-87.481	3.2329	1.0045	2.1911	678.32	-0.17240	9.1273e-05	0.11264	0.0053159	20.167	0.049586	62.223	86.422	5.0891	0.82284	1.3339	182.76	19.494	6.7851e-06	0.0096070
93.788	0.49195	724.92	0.0013795	-87.936	-87.257	3.2353	1.0041	2.1927	677.18	-0.17075	9.0986e-05	0.11244	0.0052950	20.324	0.049203	62.250	86.455	5.0874	0.82328	1.3361	182.78	19.460	6.7943e-06	0.0096245
93.890	0.49590	724.37	0.0013805	-87.717	-87.033	3.2376	1.0037	2.1943	676.04	-0.16909	9.0701e-05	0.11224	0.0052741	20.482	0.048823	62.277	86.489	5.0857	0.82373	1.3382	182.80	19.426	6.8036e-06	0.0096422
93.992	0.49987	723.81	0.0013816	-87.498	-86.808	3.2399	1.0033	2.1959	674.89	-0.16742	9.0416e-05	0.11205	0.0052532	20.641	0.048447	62.304	86.522	5.0840	0.82418	1.3404	182.82	19.391	6.8128e-06	0.0096599
94.093	0.50386	723.26	0.0013826	-87.280	-86.583	3.2423	1.0029	2.1975	673.75	-0.16574	9.0133e-05	0.11185	0.0052323	20.801	0.048074	62.331	86.554	5.0823	0.82464	1.3426	182.84	19.357	6.8221e-06	0.0096778
94.195	0.50788	722.70	0.0013837	-87.061	-86.358	3.2446	1.0026	2.1992	672.60	-0.16405	8.9851e-05	0.11165	0.0052114	20.962	0.047705	62.358	86.586	5.0806	0.82509	1.3448	182.86	19.323	6.8314e-06	0.0096957
94.297	0.51192	722.14	0.0013848	-86.842	-86.133	3.2469	1.0022	2.2008	671.46	-0.16234	8.9570e-05	0.11145	0.0051906	21.124	0.047339	62.384	86.618	5.0789	0.82555	1.3470	182.88	19.289	6.8407e-06	0.0097137
94.398	0.51599	721.58	0.0013858	-86.623	-85.908	3.2492	1.0018	2.2025	670.31	-0.16063	8.9290e-05	0.11126	0.0051698	21.287	0.046977	62.410	86.650	5.0772	0.82601	1.3492	182.89	19.255	6.8501e-06	0.0097318
94.500	0.52008	721.03	0.0013869	-86.404	-85.682	3.2516	1.0014	2.2042	669.16	-0.15890	8.9011e-05	0.11106	0.0051490	21.451	0.046618	62.436	86.681	5.0755	0.82647	1.3515	182.91	19.221	6.8594e-06	0.0097500
94.602	0.52419	720.47	0.0013880	-86.184	-85.457	3.2539	1.0010	2.2059	668.01	-0.15716	8.8734e-05	0.11086	0.0051282	21.616	0.046262	62.461	86.711	5.0738	0.82694	1.3538	182.93	19.188	6.8688e-06	0.0097683
94.703	0.52832	719.90	0.0013891	-85.965	-85.231	3.2562	1.0007	2.2076	666.86	-0.15542	8.8457e-05	0.11066	0.0051074	21.782	0.045910	62.487	86.742	5.0721	0.82740	1.3560	182.94	19.154	6.8782e-06	0.0097866
94.805	0.53248	719.34	0.0013902	-85.745	-85.005	3.2585	1.0003	2.2093	665.71	-0.15365	8.8182e-05	0.11047	0.0050867	21.949	0.045561	62.512	86.772	5.0704	0.82787	1.3583	182.96	19.121	6.8875e-06	0.0098051
94.907	0.53666	718.78	0.0013912	-85.525	-84.779	3.2609	0.99990	2.2110	664.56	-0.15188	8.7907e-05	0.11027	0.0050659	22.117	0.045215	62.536	86.801	5.0688	0.82834	1.3607	182.97	19.087	6.8970e-06	0.0098237
95.008	0.54087	718.22	0.0013923	-85.306	-84.553	3.2632	0.99953	2.2128	663.41	-0.15010	8.7634e-05	0.11007	0.0050452	22.286	0.044872	62.561	86.830	5.0671	0.82881	1.3630	182.99	19.054	6.9064e-06	0.0098423
95.110	0.54510	717.65	0.0013934	-85.086	-84.326	3.2655	0.99915	2.2145	662.25	-0.14830	8.7362e-05	0.10988	0.0050245	22.456	0.044532	62.585	86.859	5.0654	0.82929	1.3654	183.00	19.021	6.9158e-06	0.0098610
95.212	0.54935	717.09	0.0013945	-84.866	-84.099	3.2678	0.99878	2.2163	661.10	-0.14650	8.7091e-05	0.10968	0.0050038	22.627	0.044195	62.609	86.888	5.0637	0.82976	1.3677	183.02	18.988	6.9253e-06	0.0098799
95.313	0.55363	716.52	0.0013956	-84.645	-83.873	3.2701	0.99841	2.2181	659.94	-0.14468	8.6820e-05	0.10948	0.0049832	22.799	0.043862	62.633	86.916	5.0620	0.83024	1.3701	183.03	18.955	6.9348e-06	0.0098988
95.415	0.55793	715.95	0.0013967	-84.425	-83.646	3.2725	0.99805	2.2199	658.78	-0.14285	8.6551e-05	0.10929	0.0049625	22.972	0.043531	62.656	86.944	5.0603	0.83072	1.3725	183.05	18.922	6.9442e-06	0.0099178
95.517	0.56226	715.39	0.0013978	-84.205	-83.419	3.2748	0.99768	2.2217	657.62	-0.14100	8.6283e-05	0.10909	0.0049419	23.146	0.043204	62.679	86.971	5.0587	0.83120	1.3749	183.06	18.889	6.9538e-06	0.0099370
95.618	0.56661	714.82	0.0013990	-83.984	-83.191	3.2771	0.99731	2.2235	656.46	-0.13915	8.6016e-05	0.10889	0.0049213	23.321	0.042879	62.702	86.998	5.0570	0.83169	1.3774	183.07	18.856	6.9633e-06	0.0099562
95.720	0.57098	714.25	0.0014001	-83.763	-82.964	3.2794	0.99695	2.2254	655.30	-0.13728	8.5750e-05	0.10870	0.0049007	23.498	0.042557	62.725	87.024	5.0553	0.83217	1.3798	183.09	18.824	6.9728e-06	0.0099755
95.822	0.57538	713.68	0.0014012	-83.542	-82.736	3.2817	0.99659	2.2272	654.14	-0.13540	8.5485e-05	0.10850	0.0048801	23.675	0.042239	62.747	87.050	5.0536	0.83266	1.3823	183.10	18.791	6.9824e-06	0.0099950
95.923	0.57981	713.10	0.0014023	-83.321	-82.508	3.2840	0.99623	2.2291	652.97	-0.13350	8.5221e-05	0.10830	0.0048596	23.853	0.041923	62.769	87.076	5.0520	0.83315	1.3848	183.11	18.759	6.9920e-06	0.010014
96.025	0.58425	712.53	0.0014034	-83.100	-82.280	3.2863	0.99587	2.2310	651.81	-0.13160	8.4958e-05	0.10811	0.0048390	24.033	0.041610	62.791	87.102	5.0503	0.83365	1.3873	183.12	18.727	7.0016e-06	0.010034
96.127	0.58873	711.96	0.0014046	-82.879	-82.052	3.2887	0.99551	2.2329	650.64	-0.12968	8.4696e-05	0.10791	0.0048185	24.213	0.041299	62.813	87.127	5.0486	0.83414	1.3899	183.13	18.694	7.0112e-06	0.010054
96.228	0.59322	711.38	0.0014057	-82.657	-81.824	3.2910	0.99516	2.2348	649.47	-0.12775	8.4435e-05	0.10772	0.0047980	24.395	0.040992	62.834	87.151	5.0469	0.83464	1.3924	183.14	18.662	7.0208e-06	0.010074
96.330	0.59775	710.81	0.0014068	-82.436	-81.595	3.2933	0.99480	2.2367	648.30	-0.12580	8.4174e-05	0.10752	0.0047775	24.578	0.040687	62.855	87.175	5.0453	0.83514	1.3950	183.15	18.630	7.0304e-06	0.010094
96.432	0.60229	710.23	0.0014080	-82.214	-81.366	3.2956	0.99445	2.2387	647.13	-0.12384	8.3915e-05	0.10732	0.0047570	24.762	0.040385	62.876	87.199	5.0436	0.83564	1.3976	183.16	18.598	7.0401e-06	0.010114
96.533	0.60687	709.65	0.0014091	-81.992	-81.137	3.2979	0.99410	2.2406	645.96	-0.12187	8.3657e-05	0.10713	0.0047366	24.947	0.040085	62.896	87.222	5.0419	0.83615	1.4002	183.17	18.566	7.0498e-06	0.010134
96.635	0.61146	709.08	0.0014103	-81.770	-80.908	3.3002	0.99375	2.2426	644.79	-0.11988	8.3400e-05	0.10693	0.0047161	25.133	0.039789	62.916	87.245	5.0403	0.83665	1.4028	183.18	18.534	7.0595e-06	0.010154
96.737	0.61608	708.50	0.0014114	-81.548	-80.679	3.3025	0.99341	2.2446	643.61	-0.11789	8.3143e-05	0.10674	0.0046957	25.320	0.039495	62.936	87.268	5.0386	0.83716	1.4055	183.19	18.502	7.0692e-06	0.010175
96.838	0.62073	707.92	0.0014126	-81.326	-80.449	3.3048	0.99306	2.2466	642.44	-0.11587	8.2888e-05	0.10654	0.0046753	25.508	0.039203	62.956	87.290	5.0370	0.83767	1.4082	183.20	18.471	7.0790e-06	0.010195
96.940	0.62540	707.34	0.0014138	-81.104	-80.220	3.3071	0.99272	2.2486	641.26	-0.11385	8.2634e-05	0.10635	0.0046550	25.698	0.038914	62.975	87.312	5.0353	0.83819	1.4108	183.21	18.439	7.0887e-06	0.010216
97.042	0.63010	706.75	0.0014149	-80.881	-79.990	3.3094	0.99237	2.2507	640.09	-0.11181	8.2380e-05	0.10615	0.0046346	25.888	0.038628	62.994	87.333	5.0336	0.83870	1.4136	183.21	18.408	7.0985e-06	0.010236
97.143	0.63483	706.17	0.0014161	-80.659	-79.760	3.3117	0.99203	2.2527	638.91	-0.10975	8.2127e-05	0.10596	0.0046143	26.080	0.038344	63.013	87.354	5.0320	0.83922	1.4163	183.22	18.376	7.1083e-06	0.010257
97.245	0.63957	705.59	0.0014173	-80.436	-79.529	3.3140	0.99169	2.2548	637.73	-0.10768	8.1876e-05	0.10576	0.0045939	26.273	0.038062	63.031	87.375	5.0303	0.83974	1.4191	183.23	18.345	7.1181e-06	0.010278
97.347	0.64435	705.00	0.0014184	-80.213	-79.299	3.3163	0.99135	2.2569	636.54	-0.10560	8.1625e-05	0.10557	0.0045736	26.467	0.037783	63.049	87.395	5.0287	0.84027	1.4218	183.23	18.314	7.1279e-06	0.010299
97.448	0.64915	704.41	0.0014196	-79.990	-79.068	3.3186	0.99102	2.2590	635.36	-0.10350	8.1375e-05	0.10537	0.0045533	26.662	0.037507	63.067	87.414	5.0270	0.84079	1.4246	183.24	18.282	7.1378e-06	0.010320
97.550	0.65398	703.83	0.0014208	-79.766	-78.837	3.3209	0.99068	2.2611	634.18	-0.10139	8.1126e-05	0.10518	0.0045331	26.858	0.037232	63.085	87.434	5.0254	0.84132	1.4274	183.24	18.251	7.1477e-06	0.010342
97.652	0.65883	703.24	0.0014220	-79.543	-78.606	3.3232	0.99035	2.2633	632.99	-0.099266	8.0878e-05	0.10498	0.0045128	27.056	0.036961	63.102	87.453	5.0237	0.84185	1.4303	183.25	18.220	7.1576e-06	0.010363
97.753	0.66371	702.65	0.0014232	-79.319	-78.375	3.3255	0.99002	2.2654	631.81	-0.097125	8.0630e-05	0.10479	0.0044926	27.254	0.036691	63.119	87.471	5.0221	0.84238	1.4332	183.25	18.189	7.1675e-06	0.010385
97.855	0.66861	702.06	0.0014244	-79.096	-78.143	3.3278	0.98969	2.2676	630.62	-0.094968	8.0384e-05	0.10459	0.0044724	27.454	0.036424	63.136	87.489	5.0204	0.84292	1.4360	183.26	18.158	7.1774e-06	0.010406
97.957	0.67354	701.47	0.0014256	-78.872	-77.912	3.3301	0.98936	2.2698	629.43	-0.092797	8.0138e-05	0.10440	0.0044522	27.655	0.036159	63.152	87.507	5.0188	0.84346	1.4389	183.26	18.128	7.1874e-06	0.010428
98.058	0.67849	700.88	0.0014268	-78.648	-77.680	3.3324	0.98904	2.2720	628.24	-0.090611	7.9894e-05	0.10420	0.0044320	27.858	0.035897	63.168	87.524	5.0171	0.84400	1.4419	183.26	18.097	7.1973e-06	0.010450
98.160	0.68348	700.28	0.0014280	-78.424	-77.448	3.3347	0.98871	2.2742	627.05	-0.088409	7.9650e-05	0.10401	0.0044119	28.061	0.035636	63.184	87.540	5.0155	0.84454	1.4448	183.27	18.066	7.2073e-06	0.010472
98.262	0.68849	699.69	0.0014292	-78.199	-77.215	3.3370	0.98839	2.2765	625.85	-0.086192	7.9407e-05	0.10381	0.0043917	28.266	0.035378	63.199	87.557	5.0138	0.84508	1.4478	183.27	18.036	7.2173e-06	0.010494
98.363	0.69352	699.09	0.0014304	-77.975	-76.983	3.3393	0.98807	2.2788	624.66	-0.083960	7.9165e-05	0.10362	0.0043716	28.472	0.035122	63.214	87.573	5.0122	0.84563	1.4508	183.27	18.005	7.2274e-06	0.010516
98.465	0.69858	698.50	0.0014316	-77.750	-76.750	3.3416	0.98775	2.2810	623.46	-0.081711	7.8923e-05	0.10343	0.0043515	28.679	0.034869	63.229	87.588	5.0105	0.84618	1.4538	183.27	17.975	7.2374e-06	0.010539
98.567	0.70367	697.90	0.0014329	-77.525	-76.517	3.3438	0.98743	2.2834	622.26	-0.079447	7.8683e-05	0.10323	0.0043314	28.887	0.034617	63.244	87.603	5.0089	0.84673	1.4569	183.27	17.944	7.2475e-06	0.010561
98.668	0.70878	697.30	0.0014341	-77.300	-76.284	3.3461	0.98712	2.2857	621.06	-0.077166	7.8443e-05	0.10304	0.0043114	29.097	0.034368	63.258	87.618	5.0073	0.84729	1.4600	183.28	17.914	7.2576e-06	0.010584
98.770	0.71393	696.70	0.0014353	-77.075	-76.050	3.3484	0.98681	2.2880	619.86	-0.074870	7.8204e-05	0.10284	0.0042913	29.308	0.034120	63.272	87.632	5.0056	0.84785	1.4631	183.28	17.884	7.2677e-06	0.010607
98.872	0.71909	696.10	0.0014366	-76.850	-75.817	3.3507	0.98649	2.2904	618.66	-0.072557	7.7966e-05	0.10265	0.0042713	29.520	0.033875	63.286	87.645	5.0040	0.84841	1.4662	183.28	17.853	7.2779e-06	0.010630
98.973	0.72429	695.50	0.0014378	-76.624	-75.583	3.3530	0.98618	2.2928	617.46	-0.070227	7.7729e-05	0.10246	0.0042513	29.733	0.033632	63.299	87.658	5.0023	0.84897	1.4693	183.28	17.823	7.2881e-06	0.010653
99.075	0.72951	694.89	0.0014391	-76.399	-75.349	3.3553	0.98588	2.2952	616.26	-0.067881	7.7492e-05	0.10226	0.0042313	29.948	0.033391	63.312	87.671	5.0007	0.84954	1.4725	183.28	17.793	7.2982e-06	0.010676
99.177	0.73476	694.29	0.0014403	-76.173	-75.115	3.3576	0.98557	2.2976	615.05	-0.065518	7.7256e-05	0.10207	0.0042114	30.164	0.033152	63.325	87.684	4.9991	0.85011	1.4757	183.27	17.763	7.3085e-06	0.010699
99.278	0.74004	693.68	0.0014416	-75.947	-74.880	3.3599	0.98526	2.3000	613.84	-0.063138	7.7021e-05	0.10188	0.0041914	30.381	0.032915	63.337	87.695	4.9974	0.85068	1.4790	183.27	17.733	7.3187e-06	0.010723
99.380	0.74534	693.08	0.0014428	-75.721	-74.645	3.3621	0.98496	2.3025	612.63	-0.060741	7.6787e-05	0.10168	0.0041715	30.600	0.032680	63.349	87.707	4.9958	0.85125	1.4822	183.27	17.703	7.3289e-06	0.010746
99.482	0.75067	692.47	0.0014441	-75.495	-74.411	3.3644	0.98466	2.3050	611.42	-0.058327	7.6554e-05	0.10149	0.0041516	30.820	0.032447	63.361	87.718	4.9942	0.85183	1.4855	183.27	17.674	7.3392e-06	0.010770
99.583	0.75603	691.86	0.0014454	-75.268	-74.175	3.3667	0.98436	2.3075	610.21	-0.055895	7.6321e-05	0.10130	0.0041317	31.041	0.032216	63.372	87.728	4.9925	0.85241	1.4888	183.27	17.644	7.3495e-06	0.010794
99.685	0.76141	691.25	0.0014467	-75.041	-73.940	3.3690	0.98406	2.3100	609.00	-0.053446	7.6089e-05	0.10110	0.0041118	31.263	0.031986	63.383	87.738	4.9909	0.85299	1.4921	183.26	17.614	7.3599e-06	0.010818
99.787	0.76683	690.64	0.0014479	-74.815	-73.704	3.3713	0.98377	2.3126	607.78	-0.050979	7.5858e-05	0.10091	0.0040920	31.487	0.031759	63.394	87.748	4.9893	0.85357	1.4955	183.26	17.585	7.3702e-06	0.010842
99.888	0.77227	690.03	0.0014492	-74.588	-73.468	3.3736	0.98348	2.3151	606.57	-0.048493	7.5628e-05	0.10072	0.0040722	31.712	0.031533	63.405	87.757	4.9876	0.85416	1.4989	183.25	17.555	7.3806e-06	0.010866
99.990	0.77774	689.41	0.0014505	-74.360	-73.232	3.3759	0.98318	2.3177	605.35	-0.045990	7.5398e-05	0.10052	0.0040524	31.939	0.031310	63.415	87.766	4.9860	0.85475	1.5023	183.25	17.526	7.3910e-06	0.010891
100.09	0.78323	688.80	0.0014518	-74.133	-72.996	3.3781	0.98289	2.3203	604.13	-0.043469	7.5169e-05	0.10033	0.0040326	32.167	0.031088	63.424	87.774	4.9844	0.85534	1.5058	183.25	17.496	7.4014e-06	0.010916
100.19	0.78876	688.18	0.0014531	-73.906	-72.759	3.3804	0.98261	2.3230	602.91	-0.040929	7.4941e-05	0.10014	0.0040128	32.396	0.030868	63.434	87.781	4.9827	0.85594	1.5092	183.24	17.467	7.4119e-06	0.010940
100.30	0.79431	687.56	0.0014544	-73.678	-72.523	3.3827	0.98232	2.3256	601.69	-0.038370	7.4713e-05	0.099944	0.0039931	32.626	0.030650	63.443	87.789	4.9811	0.85654	1.5127	183.23	17.437	7.4223e-06	0.010965
100.40	0.79989	686.95	0.0014557	-73.450	-72.286	3.3850	0.98204	2.3283	600.46	-0.035793	7.4487e-05	0.099752	0.0039733	32.858	0.030434	63.452	87.795	4.9795	0.85714	1.5163	183.23	17.408	7.4328e-06	0.010990
100.50	0.80550	686.33	0.0014570	-73.222	-72.048	3.3873	0.98176	2.3310	599.24	-0.033196	7.4260e-05	0.099559	0.0039536	33.092	0.030219	63.460	87.802	4.9778	0.85774	1.5198	183.22	17.379	7.4434e-06	0.011016
100.60	0.81113	685.71	0.0014584	-72.994	-71.811	3.3895	0.98148	2.3337	598.01	-0.030581	7.4035e-05	0.099366	0.0039340	33.326	0.030006	63.468	87.807	4.9762	0.85835	1.5234	183.22	17.350	7.4539e-06	0.011041
100.70	0.81680	685.08	0.0014597	-72.765	-71.573	3.3918	0.98120	2.3365	596.78	-0.027946	7.3810e-05	0.099174	0.0039143	33.562	0.029795	63.476	87.813	4.9746	0.85896	1.5271	183.21	17.321	7.4645e-06	0.011066
100.80	0.82249	684.46	0.0014610	-72.537	-71.335	3.3941	0.98092	2.3393	595.55	-0.025291	7.3587e-05	0.098981	0.0038946	33.800	0.029586	63.483	87.817	4.9729	0.85957	1.5307	183.20	17.292	7.4751e-06	0.011092
100.91	0.82821	683.84	0.0014623	-72.308	-71.097	3.3964	0.98065	2.3421	594.32	-0.022617	7.3363e-05	0.098789	0.0038750	34.039	0.029378	63.490	87.822	4.9713	0.86019	1.5344	183.19	17.263	7.4857e-06	0.011118
101.01	0.83396	683.21	0.0014637	-72.079	-70.858	3.3987	0.98038	2.3449	593.09	-0.019922	7.3141e-05	0.098597	0.0038554	34.279	0.029172	63.497	87.826	4.9697	0.86081	1.5381	183.18	17.234	7.4964e-06	0.011144
101.11	0.83974	682.58	0.0014650	-71.850	-70.619	3.4009	0.98011	2.3478	591.85	-0.017208	7.2919e-05	0.098405	0.0038358	34.521	0.028968	63.504	87.829	4.9681	0.86143	1.5419	183.17	17.205	7.5070e-06	0.011170
101.21	0.84555	681.95	0.0014664	-71.620	-70.380	3.4032	0.97984	2.3506	590.62	-0.014473	7.2698e-05	0.098212	0.0038163	34.764	0.028765	63.510	87.832	4.9664	0.86205	1.5457	183.16	17.176	7.5177e-06	0.011197
101.31	0.85138	681.32	0.0014677	-71.391	-70.141	3.4055	0.97957	2.3535	589.38	-0.011718	7.2477e-05	0.098020	0.0037967	35.009	0.028564	63.515	87.834	4.9648	0.86268	1.5495	183.15	17.147	7.5285e-06	0.011223
101.41	0.85725	680.69	0.0014691	-71.161	-69.901	3.4078	0.97931	2.3565	588.14	-0.0089415	7.2257e-05	0.097828	0.0037772	35.255	0.028365	63.520	87.836	4.9632	0.86331	1.5533	183.14	17.118	7.5392e-06	0.011250
101.52	0.86314	680.06	0.0014705	-70.931	-69.662	3.4101	0.97905	2.3594	586.90	-0.0061445	7.2038e-05	0.097636	0.0037577	35.503	0.028167	63.525	87.837	4.9615	0.86394	1.5572	183.13	17.090	7.5500e-06	0.011277
101.62	0.86907	679.43	0.0014718	-70.701	-69.421	3.4123	0.97879	2.3624	585.66	-0.0033262	7.1819e-05	0.097444	0.0037382	35.752	0.027970	63.530	87.838	4.9599	0.86458	1.5611	183.12	17.061	7.5608e-06	0.011304
101.72	0.87502	678.79	0.0014732	-70.470	-69.181	3.4146	0.97853	2.3654	584.41	-0.00048658	7.1601e-05	0.097252	0.0037188	36.003	0.027776	63.534	87.838	4.9583	0.86522	1.5651	183.11	17.032	7.5717e-06	0.011331
101.82	0.88100	678.16	0.0014746	-70.240	-68.940	3.4169	0.97828	2.3684	583.17	0.0023747	7.1384e-05	0.097061	0.0036993	36.255	0.027583	63.538	87.838	4.9567	0.86586	1.5691	183.10	17.004	7.5826e-06	0.011358
101.92	0.88701	677.52	0.0014760	-70.009	-68.700	3.4192	0.97802	2.3715	581.92	0.0052577	7.1167e-05	0.096869	0.0036799	36.508	0.027391	63.541	87.837	4.9550	0.86651	1.5731	183.09	16.975	7.5935e-06	0.011386
102.02	0.89305	676.88	0.0014774	-69.778	-68.458	3.4214	0.97777	2.3746	580.67	0.0081628	7.0951e-05	0.096677	0.0036605	36.764	0.027201	63.545	87.836	4.9534	0.86715	1.5771	183.07	16.947	7.6044e-06	0.011414
102.13	0.89912	676.24	0.0014788	-69.547	-68.217	3.4237	0.97752	2.3777	579.42	0.011090	7.0736e-05	0.096486	0.0036411	37.020	0.027012	63.547	87.834	4.9518	0.86780	1.5812	183.06	16.919	7.6154e-06	0.011442
102.23	0.90522	675.60	0.0014802	-69.315	-67.975	3.4260	0.97728	2.3808	578.17	0.014040	7.0521e-05	0.096294	0.0036218	37.279	0.026825	63.550	87.832	4.9501	0.86846	1.5854	183.05	16.890	7.6263e-06	0.011470
102.33	0.91135	674.95	0.0014816	-69.084	-67.733	3.4283	0.97703	2.3840	576.91	0.017013	7.0307e-05	0.096103	0.0036024	37.538	0.026639	63.552	87.829	4.9485	0.86912	1.5895	183.03	16.862	7.6374e-06	0.011498
102.43	0.91751	674.31	0.0014830	-68.852	-67.491	3.4306	0.97679	2.3872	575.65	0.020008	7.0093e-05	0.095911	0.0035831	37.800	0.026455	63.553	87.826	4.9469	0.86978	1.5937	183.02	16.834	7.6484e-06	0.011526
102.53	0.92369	673.66	0.0014844	-68.620	-67.248	3.4328	0.97655	2.3904	574.40	0.023027	6.9880e-05	0.095720	0.0035638	38.063	0.026272	63.555	87.822	4.9452	0.87044	1.5980	183.00	16.805	7.6595e-06	0.011555
102.63	0.92991	673.02	0.0014858	-68.387	-67.006	3.4351	0.97632	2.3937	573.14	0.026069	6.9668e-05	0.095529	0.0035446	38.327	0.026091	63.555	87.818	4.9436	0.87110	1.6023	182.99	16.777	7.6706e-06	0.011584
102.74	0.93616	672.37	0.0014873	-68.155	-66.763	3.4374	0.97608	2.3970	571.88	0.029135	6.9456e-05	0.095337	0.0035253	38.593	0.025911	63.556	87.813	4.9420	0.87177	1.6066	182.97	16.749	7.6817e-06	0.011613
102.84	0.94244	671.72	0.0014887	-67.922	-66.519	3.4397	0.97585	2.4003	570.61	0.032225	6.9245e-05	0.095146	0.0035061	38.861	0.025733	63.556	87.807	4.9404	0.87244	1.6109	182.96	16.721	7.6929e-06	0.011642
102.94	0.94875	671.06	0.0014902	-67.689	-66.275	3.4419	0.97562	2.4036	569.35	0.035339	6.9034e-05	0.094955	0.0034869	39.130	0.025556	63.556	87.801	4.9387	0.87312	1.6153	182.94	16.693	7.7041e-06	0.011672
103.04	0.95508	670.41	0.0014916	-67.456	-66.031	3.4442	0.97539	2.4070	568.08	0.038477	6.8824e-05	0.094764	0.0034677	39.401	0.025380	63.555	87.795	4.9371	0.87380	1.6198	182.92	16.665	7.7154e-06	0.011701
103.14	0.96145	669.76	0.0014931	-67.223	-65.787	3.4465	0.97516	2.4104	566.81	0.041640	6.8615e-05	0.094573	0.0034485	39.674	0.025206	63.554	87.788	4.9355	0.87448	1.6242	182.90	16.637	7.7266e-06	0.011731
103.24	0.96785	669.10	0.0014945	-66.989	-65.543	3.4488	0.97494	2.4139	565.54	0.044828	6.8406e-05	0.094382	0.0034294	39.948	0.025032	63.552	87.780	4.9338	0.87516	1.6288	182.89	16.609	7.7379e-06	0.011761
103.35	0.97428	668.44	0.0014960	-66.755	-65.298	3.4510	0.97472	2.4174	564.27	0.048041	6.8197e-05	0.094191	0.0034103	40.224	0.024861	63.551	87.772	4.9322	0.87585	1.6333	182.87	16.581	7.7492e-06	0.011791
103.45	0.98074	667.78	0.0014975	-66.521	-65.053	3.4533	0.97450	2.4209	563.00	0.051280	6.7990e-05	0.094000	0.0033912	40.502	0.024690	63.548	87.763	4.9306	0.87654	1.6379	182.85	16.553	7.7606e-06	0.011822
103.55	0.98723	667.12	0.0014990	-66.287	-64.807	3.4556	0.97428	2.4244	561.72	0.054545	6.7783e-05	0.093809	0.0033721	40.781	0.024521	63.546	87.754	4.9289	0.87723	1.6426	182.83	16.525	7.7720e-06	0.011853
103.65	0.99375	666.46	0.0015005	-66.052	-64.561	3.4579	0.97407	2.4280	560.44	0.057835	6.7576e-05	0.093619	0.0033531	41.062	0.024354	63.542	87.744	4.9273	0.87792	1.6472	182.81	16.497	7.7834e-06	0.011883
